Ride ID,Request Time,Customer ID,Pickup Location,Drop Location,Ride Type,Estimated Fare,Actual Fare,Distance (km),Estimated Time (mins),Actual Time (mins),Traffic Condition,Driver ID,Vehicle Type,Driver Rating,Payment Method,Payment Status,Ride Status,Customer Rating
6d87f866,46:27.9,CUST5763,Mumbai,Bangalore,Bike,202.54,274.2536978,8.64,8,8,Medium,DRV263,Bike,4.6,UPI,Pending,No-show,3
bea19391,06:27.9,CUST4449,Mumbai,Kolkata,Car,874.45,917.3381578,10.81,24,19,Medium,DRV569,Sedan,4.2,Debit Card,Success,Cancelled,3
d4774ca7,27:27.9,CUST7771,Pune,Chennai,Bike,1491.26,1525.498148,4.94,11,18,Medium,DRV316,Bike,3.5,Credit Card,Failed,Completed,3.8
be2bf95b,53:27.9,CUST7985,Delhi,Chennai,Car,276.62,328.3247295,5.03,35,32,Low,DRV833,Bike,4.9,UPI,Failed,Cancelled,3
9b2be376,44:27.9,CUST7442,Chennai,Pune,Bike,337.02,406.5994538,12.8,29,31,Low,DRV531,Bike,3.9,Wallet,Failed,No-show,3
88f9baaa,44:27.9,CUST2175,Bangalore,Mumbai,Bike,551.96,545.9439778,9.22,42,41,High,DRV100,Bike,4.1,Debit Card,Failed,No-show,3
e6851038,32:27.9,CUST4917,Delhi,Pune,Car,187.78,169.0126618,23.99,23,30,Medium,DRV661,Sedan,3.3,Credit Card,Pending,Cancelled,3
9c1768cd,20:27.9,CUST7289,Pune,Hyderabad,Car,379.8,427.9681791,10.32,14,23,Low,DRV809,Electric,4.7,UPI,Success,No-show,3
cfdd325f,54:27.9,CUST4487,Ahmedabad,Chennai,Car,1043.67,1028.656872,9.05,16,11,High,DRV126,Electric,3.3,Cash on Delivery,Pending,No-show,3
19d3f059,04:27.9,CUST1733,Ahmedabad,Hyderabad,Auto,874.92,861.9603187,8.7,45,42,Low,DRV920,Electric,4.7,Cash on Delivery,Pending,No-show,3
12c858b1,28:27.9,CUST4526,Kolkata,Pune,Car,490.08,467.1293203,10.84,22,32,Low,DRV687,SUV,5,Cash on Delivery,Success,Completed,2.1
f2e5000a,16:27.9,CUST2504,Delhi,Bangalore,Car,1176.89,1201.62247,19.99,43,38,Medium,DRV581,Bike,3.7,Credit Card,Failed,No-show,3
31fbcf16,32:27.9,CUST2131,Mumbai,Delhi,Car,887.55,950.6647459,24.32,12,11,High,DRV852,Electric,3.8,UPI,Success,Cancelled,3
e086673d,29:27.9,CUST5707,Kolkata,Mumbai,Bike,242.23,243.5397448,22.96,38,47,High,DRV349,Bike,3.2,Credit Card,Failed,Completed,1.2
ed5c9d4f,07:27.9,CUST7100,Chennai,Mumbai,Auto,184.64,171.0332683,24.3,22,30,Low,DRV669,Electric,3.2,Wallet,Pending,Cancelled,3
59f59b85,33:27.9,CUST6378,Delhi,Pune,Car,706.82,759.8417797,17.22,24,27,High,DRV653,Electric,3.2,Cash on Delivery,Pending,Cancelled,3
1a3e940e,56:27.9,CUST5062,Bangalore,Delhi,Auto,239.69,237.8364656,22.85,40,44,Low,DRV760,Hatchback,4.7,Debit Card,Failed,No-show,3
388153a8,20:27.9,CUST2059,Kolkata,Delhi,Bike,672.68,734.1311953,3.58,34,30,Medium,DRV899,Bike,3.4,Credit Card,Pending,Completed,1.6
b6b9000d,51:27.9,CUST9995,Bangalore,Hyderabad,Auto,550.3,556.8247291,19.76,25,25,Low,DRV546,SUV,4,Cash on Delivery,Pending,No-show,3
4b35edc6,16:27.9,CUST3276,Ahmedabad,Pune,Car,98.09,109.8198135,16.32,18,17,Medium,DRV893,Hatchback,3.2,UPI,Failed,Completed,5
271f2708,12:27.9,CUST2162,Hyderabad,Kolkata,Auto,330.85,318.7777111,1.01,14,22,Low,DRV774,Bike,4.3,UPI,Failed,Completed,2.7
56a17484,50:27.9,CUST9467,Delhi,Chennai,Bike,1354.56,1380.810495,14.69,17,20,Medium,DRV510,Bike,4.5,Wallet,Failed,No-show,3
c4d6182a,17:27.9,CUST4402,Chennai,Kolkata,Car,976.13,1055.153159,3.69,45,46,Low,DRV233,Hatchback,4.1,Credit Card,Failed,Cancelled,3
07353f4c,09:27.9,CUST9190,Pune,Mumbai,Bike,893.53,942.2127002,19.15,41,40,Low,DRV201,Bike,4.8,UPI,Failed,Cancelled,3
db523085,40:27.9,CUST1600,Mumbai,Delhi,Auto,346.83,374.527498,18.89,21,16,Medium,DRV948,SUV,3.3,Credit Card,Success,No-show,3
36047af6,09:27.9,CUST6951,Chennai,Delhi,Bike,1020.47,1043.400445,13.4,42,49,High,DRV356,Bike,4.1,Cash on Delivery,Failed,Cancelled,3
f330f0c1,32:27.9,CUST3771,Bangalore,Hyderabad,Car,817.78,839.3993996,10.07,29,37,Low,DRV594,SUV,3.5,Debit Card,Failed,No-show,3
1de7041a,22:27.9,CUST2964,Bangalore,Mumbai,Auto,483.28,480.1670218,1.55,21,18,High,DRV806,Sedan,3.1,Wallet,Failed,Cancelled,3
1a7a48a1,05:27.9,CUST2753,Hyderabad,Bangalore,Car,342.09,360.9571763,2.91,31,26,Low,DRV958,Hatchback,4.7,Cash on Delivery,Failed,Completed,1.9
56182d02,09:27.9,CUST9225,Hyderabad,Kolkata,Car,536.08,560.1948198,16.56,41,49,Medium,DRV479,Sedan,3.2,Wallet,Failed,Cancelled,3
d24d2ed2,26:27.9,CUST3331,Delhi,Ahmedabad,Auto,1245.94,1318.772093,9.58,7,2,High,DRV339,Sedan,4.8,Wallet,Success,No-show,3
0cf94697,06:27.9,CUST3241,Bangalore,Ahmedabad,Auto,564.4,603.9974161,13.72,39,38,Low,DRV775,Hatchback,3.7,Cash on Delivery,Success,No-show,3
40880d44,02:27.9,CUST8294,Pune,Bangalore,Bike,916.38,940.6943245,24.51,16,11,Medium,DRV959,Bike,4.9,UPI,Pending,Cancelled,3
aeb2936a,10:27.9,CUST8734,Pune,Kolkata,Bike,1210.41,1252.076721,20.87,44,52,High,DRV186,Bike,3.9,Cash on Delivery,Failed,Completed,1.3
f6a9a194,42:27.9,CUST1813,Kolkata,Chennai,Car,1167.46,1182.090665,12.2,21,16,High,DRV679,SUV,4.6,Wallet,Pending,No-show,3
91c09124,03:27.9,CUST2309,Kolkata,Delhi,Auto,906.04,911.9591854,5.49,7,8,Medium,DRV613,Hatchback,3.4,Credit Card,Failed,Cancelled,3
faea9f86,39:27.9,CUST6055,Mumbai,Ahmedabad,Bike,80.1,126.3333976,15.48,17,27,Low,DRV726,Bike,3.4,Cash on Delivery,Pending,Completed,2.6
e40eb5c9,01:27.9,CUST3860,Hyderabad,Ahmedabad,Auto,753.62,763.6982705,9.99,44,45,Medium,DRV340,Hatchback,3.7,Wallet,Success,Cancelled,3
2604bfa7,18:27.9,CUST3966,Bangalore,Kolkata,Auto,1343.24,1407.722279,6.79,25,24,High,DRV531,SUV,3.4,UPI,Success,Cancelled,3
39cc974c,38:27.9,CUST5788,Kolkata,Chennai,Bike,1432.51,1501.377525,20.57,37,33,Low,DRV587,Bike,3.3,Wallet,Failed,Cancelled,3
20ac8a88,03:27.9,CUST3302,Mumbai,Kolkata,Bike,1384.51,1413.150985,7.41,21,20,Low,DRV688,Bike,3.1,Cash on Delivery,Success,Cancelled,3
275e908c,07:27.9,CUST3665,Chennai,Pune,Car,940.96,986.3896547,2.03,21,29,Medium,DRV898,Sedan,4.3,Debit Card,Success,Cancelled,3
c0c00da9,39:27.9,CUST7956,Delhi,Ahmedabad,Car,1206.21,1208.804077,17.68,21,19,Low,DRV757,Hatchback,4.2,Debit Card,Success,Cancelled,3
5eab9ea1,57:27.9,CUST4480,Hyderabad,Bangalore,Car,117.43,186.8427459,8.67,40,40,Low,DRV965,Electric,4.4,Debit Card,Pending,No-show,3
5f63e99e,52:27.9,CUST5367,Bangalore,Ahmedabad,Bike,1305.04,1338.336061,7.05,25,34,Medium,DRV846,Bike,3.8,Debit Card,Failed,Completed,4.7
8c0876c8,02:27.9,CUST6481,Mumbai,Bangalore,Bike,374.56,385.8279794,18.23,27,36,High,DRV106,Bike,3.1,Wallet,Success,No-show,3
5b350a4f,18:27.9,CUST8941,Pune,Chennai,Bike,380.15,428.208495,17.43,37,35,Low,DRV341,Bike,4.1,UPI,Success,Completed,1.8
d5ceaa26,38:27.9,CUST5058,Pune,Ahmedabad,Car,1057.61,1123.439865,10.23,38,42,Medium,DRV497,Electric,3.5,UPI,Success,No-show,3
02073db4,04:27.9,CUST6322,Bangalore,Ahmedabad,Auto,971.22,1003.511885,20.95,13,22,Low,DRV682,SUV,3.6,Debit Card,Success,Completed,1.8
006bc4b1,10:27.9,CUST8782,Pune,Delhi,Car,979.6,964.0124594,16.61,40,46,Low,DRV360,SUV,3.6,Debit Card,Pending,No-show,3
626c65ea,21:27.9,CUST1025,Bangalore,Pune,Bike,459.74,453.4398254,19.98,23,22,High,DRV534,Bike,4.5,UPI,Failed,No-show,3
5d546533,03:27.9,CUST8020,Delhi,Ahmedabad,Car,867.82,876.0221506,21.81,34,44,Low,DRV666,Bike,4.8,Debit Card,Failed,Cancelled,3
b44b0226,38:27.9,CUST3114,Bangalore,Chennai,Auto,1259.56,1288.642375,10.6,14,13,Low,DRV801,SUV,3.6,UPI,Pending,No-show,3
ea5598a3,48:27.9,CUST9030,Ahmedabad,Chennai,Bike,171.36,169.6521115,6.3,16,22,High,DRV941,Bike,4.1,UPI,Success,Cancelled,3
877baca6,57:27.9,CUST9714,Pune,Bangalore,Auto,294.1,329.023395,15.87,26,36,Low,DRV351,Electric,3.3,Cash on Delivery,Success,Cancelled,3
d119bfff,59:27.9,CUST8570,Bangalore,Hyderabad,Car,874.08,912.4445066,11.98,27,25,High,DRV315,Electric,4.2,Wallet,Success,No-show,3
5f289a76,06:27.9,CUST7868,Ahmedabad,Delhi,Auto,1308.16,1382.298447,5.92,35,30,High,DRV126,Electric,3.9,Credit Card,Pending,Completed,3.4
960f99e5,15:27.9,CUST1646,Bangalore,Hyderabad,Bike,534.68,561.0395805,12.72,36,38,High,DRV991,Bike,3.5,UPI,Failed,No-show,3
fc0be91b,01:27.9,CUST4854,Pune,Delhi,Bike,1068.76,1107.895926,6.24,36,32,High,DRV161,Bike,4.1,UPI,Pending,Cancelled,3
32d845ca,06:27.9,CUST1923,Delhi,Chennai,Auto,452.44,515.740671,9.12,6,7,Medium,DRV296,Hatchback,4.3,Debit Card,Failed,No-show,3
e676af5d,40:27.9,CUST1614,Kolkata,Hyderabad,Bike,867.62,936.1822091,10.1,30,27,High,DRV286,Bike,4.9,Credit Card,Failed,Cancelled,3
e1bc1710,13:27.9,CUST5722,Bangalore,Delhi,Bike,678.92,656.2317848,21.63,8,6,High,DRV802,Bike,3.4,Debit Card,Success,Cancelled,3
1b05e628,48:27.9,CUST2180,Ahmedabad,Chennai,Car,213.49,276.8235778,24.97,25,26,Medium,DRV986,Sedan,3.8,Wallet,Failed,Cancelled,3
c8fca709,03:27.9,CUST2149,Ahmedabad,Mumbai,Car,1194.6,1192.987901,15.54,22,19,Medium,DRV790,Hatchback,4.8,UPI,Pending,Cancelled,3
5c0b035a,35:27.9,CUST3099,Chennai,Hyderabad,Auto,1292.96,1296.361037,23.6,19,16,Medium,DRV936,Electric,3.8,UPI,Success,No-show,3
572d146b,56:27.9,CUST1596,Ahmedabad,Delhi,Bike,522.37,542.0685852,18.3,15,13,Low,DRV397,Bike,3.3,UPI,Failed,Cancelled,3
0a2abea1,55:27.9,CUST4190,Ahmedabad,Hyderabad,Car,606.35,617.5567062,20.13,17,12,Medium,DRV109,Electric,4.3,Wallet,Pending,Cancelled,3
cbcda889,09:27.9,CUST3465,Pune,Bangalore,Car,1287.14,1364.467846,16.1,26,31,Medium,DRV435,Electric,3.5,Wallet,Pending,Cancelled,3
47bb0786,39:27.9,CUST2535,Delhi,Kolkata,Car,82.27,60.95733323,11.2,44,53,High,DRV740,Sedan,4.3,Credit Card,Pending,Completed,1.4
2988e83b,59:27.9,CUST9651,Hyderabad,Pune,Auto,917.45,933.2892509,19.79,27,28,Medium,DRV721,Electric,4.2,UPI,Success,Cancelled,3
32589f1c,18:27.9,CUST2610,Kolkata,Mumbai,Car,1332.93,1323.050453,18.15,16,24,High,DRV958,Bike,4.1,Debit Card,Success,Completed,4.7
034ca6d8,28:27.9,CUST1017,Chennai,Ahmedabad,Car,1361.27,1377.923163,21.25,31,31,High,DRV425,SUV,3.2,Cash on Delivery,Pending,No-show,3
1f52a5ab,25:27.9,CUST7321,Mumbai,Pune,Car,480.41,463.7897839,20.99,36,44,Medium,DRV319,Bike,4.5,Debit Card,Success,Completed,1.7
1533ec22,23:27.9,CUST7721,Pune,Bangalore,Auto,235.88,267.6232774,9.67,19,16,Low,DRV923,Electric,3.2,Credit Card,Failed,No-show,3
b247473c,14:27.9,CUST2638,Delhi,Ahmedabad,Auto,517.93,521.5160586,3.98,19,26,Low,DRV918,SUV,3.3,Wallet,Pending,Completed,3.4
8b610eb5,17:27.9,CUST9892,Kolkata,Ahmedabad,Auto,362.16,430.9076589,8.16,15,11,High,DRV412,Sedan,3.6,Credit Card,Failed,No-show,3
53f8f8c2,01:27.9,CUST2078,Chennai,Mumbai,Car,1361.99,1351.690837,12.67,35,43,Medium,DRV519,Sedan,3.2,Wallet,Failed,No-show,3
6d0a6fd7,31:27.9,CUST4517,Mumbai,Kolkata,Auto,1324.05,1310.865109,17.94,43,38,Low,DRV413,Hatchback,4.8,Debit Card,Pending,Completed,1.4
9c0906c2,39:27.9,CUST1136,Mumbai,Ahmedabad,Car,759.3,754.5752689,5.02,20,25,Low,DRV837,SUV,4.6,UPI,Pending,Completed,2.1
024195b9,22:27.9,CUST3730,Ahmedabad,Mumbai,Bike,601.56,574.0442895,3.51,29,28,Medium,DRV765,Bike,4.6,Cash on Delivery,Success,Completed,4.1
d7fcebb6,33:27.9,CUST1326,Ahmedabad,Chennai,Car,206.96,257.645596,15.12,10,16,Medium,DRV690,Electric,4.5,Debit Card,Failed,Completed,1.6
b5f98189,27:27.9,CUST8240,Hyderabad,Delhi,Bike,1070.48,1093.578151,20.27,18,16,Low,DRV196,Bike,4.8,Cash on Delivery,Pending,No-show,3
5639c3d4,22:27.9,CUST6189,Ahmedabad,Bangalore,Car,930.13,958.5632491,21.73,38,34,High,DRV545,Bike,4.5,Cash on Delivery,Failed,Completed,1.1
3337d1da,54:27.9,CUST9049,Hyderabad,Ahmedabad,Auto,848.65,918.9577405,2.13,26,33,Medium,DRV499,Bike,3.4,UPI,Success,Completed,2.9
6f635e0a,55:27.9,CUST3270,Hyderabad,Ahmedabad,Car,805.95,880.2609872,6.05,16,24,High,DRV406,Electric,4.2,Credit Card,Failed,Cancelled,3
50dcf32e,22:27.9,CUST9094,Kolkata,Ahmedabad,Bike,673.73,751.9101188,24.92,31,28,Medium,DRV210,Bike,4.1,Credit Card,Failed,Cancelled,3
c57cb9c1,23:27.9,CUST3410,Delhi,Hyderabad,Bike,1047.65,1108.747083,5.89,20,23,Medium,DRV119,Bike,4.4,Wallet,Success,Completed,1.3
48574ab5,05:27.9,CUST7343,Kolkata,Mumbai,Auto,84.16,66.57985104,20.9,43,51,High,DRV469,SUV,4.5,UPI,Success,Cancelled,3
ef9f2a82,32:27.9,CUST1683,Delhi,Hyderabad,Car,710.87,723.4966189,19.06,33,32,High,DRV228,Bike,4.4,Debit Card,Success,Cancelled,3
9fd7725c,04:27.9,CUST4617,Kolkata,Ahmedabad,Car,1071.63,1084.515934,17.22,12,7,High,DRV810,Electric,3.2,Debit Card,Pending,No-show,3
572fdd1b,03:27.9,CUST3592,Chennai,Mumbai,Car,314.75,325.5849132,5.21,5,6,Low,DRV766,Hatchback,4.3,Cash on Delivery,Success,Cancelled,3
01fd72a2,57:27.9,CUST5644,Ahmedabad,Hyderabad,Auto,802.33,841.8871566,20.42,21,30,Low,DRV680,Bike,3.8,UPI,Success,Cancelled,3
bf5e0346,09:27.9,CUST6717,Delhi,Kolkata,Auto,1133.12,1177.092083,17.37,29,37,Medium,DRV381,Electric,3.4,Cash on Delivery,Success,No-show,3
fd5d1666,59:27.9,CUST6860,Hyderabad,Ahmedabad,Car,1459.6,1525.449947,6.44,8,18,High,DRV277,Hatchback,3.6,Cash on Delivery,Failed,Completed,3.6
7f7e7291,14:27.9,CUST5603,Hyderabad,Ahmedabad,Car,1065.88,1109.711263,22.77,36,45,High,DRV655,SUV,4.4,Debit Card,Success,No-show,3
49e404c3,41:27.9,CUST6924,Chennai,Mumbai,Car,1234.05,1221.215449,7.59,43,51,High,DRV710,Hatchback,4,Wallet,Failed,Completed,4.6
a093a3ec,32:27.9,CUST8512,Mumbai,Chennai,Bike,453.17,525.6267548,22.25,19,29,High,DRV768,Bike,3.6,Wallet,Failed,No-show,3
851d81d7,28:27.9,CUST2033,Kolkata,Pune,Bike,408.27,387.5046252,15.75,24,34,High,DRV109,Bike,3.6,Cash on Delivery,Pending,Cancelled,3
4ba80c5b,52:27.9,CUST2350,Hyderabad,Delhi,Car,1150.45,1226.57381,3.3,18,22,Medium,DRV104,Hatchback,3.9,UPI,Pending,Completed,2.4
fcec2a8e,15:27.9,CUST2706,Chennai,Ahmedabad,Car,557.18,588.9811496,17.77,35,34,Low,DRV878,Sedan,3.6,UPI,Pending,No-show,3
6485d13f,29:27.9,CUST2342,Mumbai,Bangalore,Car,1461.12,1466.129417,7.64,7,3,Medium,DRV530,Bike,4.3,Debit Card,Failed,Completed,4.2
b1126db4,45:27.9,CUST8889,Delhi,Pune,Auto,134.09,124.8738652,11.68,32,30,High,DRV693,Bike,4.4,Credit Card,Failed,Completed,4.7
4b887dd0,34:27.9,CUST4317,Pune,Delhi,Bike,266.21,242.724828,24.06,29,36,High,DRV716,Bike,4.7,Credit Card,Failed,No-show,3
fe49b70c,25:27.9,CUST5177,Bangalore,Delhi,Car,1053.8,1111.816459,13.2,6,2,Medium,DRV165,Electric,3.7,UPI,Pending,Cancelled,3
a1faf4d9,33:27.9,CUST9999,Mumbai,Ahmedabad,Auto,1146.23,1184.90029,3.33,26,26,High,DRV214,Sedan,3.8,UPI,Pending,Cancelled,3
0fd9f746,29:27.9,CUST2688,Mumbai,Hyderabad,Bike,346.55,343.190581,20.11,31,33,High,DRV795,Bike,3.5,Cash on Delivery,Failed,Completed,4.1
23e946d7,47:27.9,CUST3068,Kolkata,Delhi,Bike,342.51,398.5014771,9.08,8,4,High,DRV688,Bike,3.1,UPI,Failed,Completed,4.2
44cb95ce,41:27.9,CUST9250,Hyderabad,Ahmedabad,Auto,1005.02,1064.109718,20.43,24,22,Medium,DRV303,SUV,3.2,Cash on Delivery,Success,No-show,3
479ec7da,37:27.9,CUST6538,Pune,Kolkata,Auto,1093.97,1173.225399,23.92,27,37,Medium,DRV494,Hatchback,4.2,UPI,Success,No-show,3
264afa88,27:27.9,CUST4304,Delhi,Mumbai,Bike,932.42,903.8310411,9.37,7,2,Low,DRV932,Bike,4.4,Debit Card,Pending,Cancelled,3
c23d3d40,51:27.9,CUST5568,Bangalore,Delhi,Car,314.36,285.0111774,4.88,9,14,High,DRV214,Electric,4,UPI,Success,Completed,2.4
72f7a69f,40:27.9,CUST3806,Kolkata,Mumbai,Bike,733.37,743.9800411,2.59,32,41,High,DRV868,Bike,3.8,Cash on Delivery,Success,Completed,4.7
c5716206,52:27.9,CUST7107,Bangalore,Ahmedabad,Auto,560.77,555.3749094,4.03,17,25,Low,DRV134,Sedan,4.7,Cash on Delivery,Success,Cancelled,3
2dbbccf5,02:27.9,CUST4139,Pune,Bangalore,Auto,1349.64,1385.435911,17.38,41,47,High,DRV112,Hatchback,3.4,UPI,Success,Cancelled,3
33a21065,12:27.9,CUST6796,Kolkata,Hyderabad,Car,193.56,167.2882412,17.82,37,36,Low,DRV343,Hatchback,3.6,Cash on Delivery,Pending,Cancelled,3
aaec52e4,17:27.9,CUST1218,Chennai,Mumbai,Bike,1149.83,1171.958974,21.48,21,22,High,DRV253,Bike,3.6,Cash on Delivery,Failed,Cancelled,3
e5005b37,03:27.9,CUST4993,Hyderabad,Delhi,Auto,428.02,407.8842299,5.67,39,35,Low,DRV144,Sedan,4.3,Cash on Delivery,Success,Cancelled,3
d08ebe73,17:27.9,CUST2410,Pune,Mumbai,Bike,1115.36,1127.946764,22.97,43,53,High,DRV236,Bike,3.7,Credit Card,Failed,Completed,4.6
7daf2eba,44:27.9,CUST7693,Chennai,Kolkata,Auto,421.93,417.9307363,11.32,27,24,High,DRV576,Hatchback,4,Credit Card,Pending,No-show,3
92e0bd15,54:27.9,CUST1381,Hyderabad,Chennai,Bike,884.84,877.5910234,16.51,6,13,Medium,DRV223,Bike,5,Cash on Delivery,Failed,Completed,3.9
017203a9,52:27.9,CUST9740,Kolkata,Ahmedabad,Car,1238.03,1282.608156,1.76,27,32,Medium,DRV661,Electric,4.3,Credit Card,Pending,Cancelled,3
8c5fa796,33:27.9,CUST1980,Delhi,Pune,Auto,723.29,791.5244274,3.04,31,31,Medium,DRV525,Electric,3.5,Cash on Delivery,Success,Cancelled,3
378fc159,44:27.9,CUST6527,Mumbai,Hyderabad,Car,680.74,676.7364164,12.76,21,19,Low,DRV198,Electric,3.7,Debit Card,Pending,Cancelled,3
54f87892,03:27.9,CUST8882,Bangalore,Pune,Car,1491.75,1497.179478,3.75,13,8,Low,DRV644,Bike,4.6,UPI,Pending,Completed,2.1
a1f1f8c7,16:27.9,CUST9715,Hyderabad,Chennai,Car,658.36,635.0002341,13.14,7,3,Medium,DRV308,SUV,3.8,UPI,Failed,No-show,3
4abfd01b,02:27.9,CUST4999,Bangalore,Kolkata,Auto,844.17,853.3213045,12.8,23,31,Low,DRV124,Electric,5,Credit Card,Pending,Cancelled,3
2b210bc7,12:27.9,CUST4995,Chennai,Mumbai,Bike,1012.06,1041.768296,19.33,20,19,Medium,DRV750,Bike,4.4,UPI,Pending,Completed,3.3
f1b12437,27:27.9,CUST3589,Hyderabad,Bangalore,Bike,1404.56,1388.653198,12.68,45,43,Medium,DRV104,Bike,3.2,Debit Card,Pending,Completed,4.9
5a785b6d,09:27.9,CUST1748,Pune,Delhi,Auto,717.56,787.9414156,8.96,25,30,Low,DRV679,Electric,4.1,Debit Card,Success,No-show,3
148a9231,58:27.9,CUST4567,Kolkata,Delhi,Car,1091.22,1115.805693,23.48,33,29,High,DRV130,Bike,4.9,Debit Card,Failed,Completed,3.9
de921117,51:27.9,CUST4836,Bangalore,Ahmedabad,Car,1312.52,1348.242764,3.3,41,37,High,DRV453,Sedan,3.3,Wallet,Pending,Cancelled,3
e4bf0262,40:27.9,CUST4830,Pune,Delhi,Auto,1007.17,1030.917222,13.24,19,18,Medium,DRV167,Electric,4.4,Cash on Delivery,Failed,Completed,3.9
e390dcb1,37:27.9,CUST1193,Delhi,Chennai,Bike,1258.39,1239.60071,19.67,28,23,High,DRV230,Bike,3.4,Wallet,Success,No-show,3
12a6af12,03:27.9,CUST1605,Ahmedabad,Chennai,Car,575.99,581.5492084,2,32,38,Medium,DRV630,Sedan,3.4,Debit Card,Pending,No-show,3
1080aac6,37:27.9,CUST2496,Pune,Chennai,Bike,1057.67,1080.157571,14.27,26,30,High,DRV489,Bike,3.8,Debit Card,Pending,No-show,3
2860a15d,09:27.9,CUST7317,Hyderabad,Bangalore,Bike,1053.11,1044.319744,2.34,12,19,High,DRV522,Bike,4.7,Wallet,Failed,Completed,3.4
398c9c0e,25:27.9,CUST7641,Chennai,Mumbai,Car,1440.68,1458.500809,14.37,5,14,Low,DRV508,Hatchback,3.7,Cash on Delivery,Pending,No-show,3
6242a374,22:27.9,CUST7024,Pune,Bangalore,Car,1060.56,1128.534516,17.18,13,12,Medium,DRV991,Hatchback,3.4,UPI,Pending,Completed,1.9
0846a001,30:27.9,CUST9570,Kolkata,Bangalore,Bike,365.78,429.7505311,8.03,45,41,Medium,DRV770,Bike,3.4,Cash on Delivery,Failed,Completed,4.8
3de1fab4,26:27.9,CUST7425,Chennai,Hyderabad,Car,1228.05,1250.777546,10.51,23,19,Medium,DRV902,Electric,3.1,Cash on Delivery,Pending,No-show,3
1ec23d49,10:27.9,CUST2457,Chennai,Pune,Bike,1463.38,1451.944719,11.81,34,41,Low,DRV839,Bike,4.2,Credit Card,Success,Cancelled,3
2be75d6d,15:27.9,CUST4496,Ahmedabad,Kolkata,Auto,900.53,875.2596482,1.57,11,16,Medium,DRV395,Hatchback,3.2,Debit Card,Failed,Completed,2.3
22037a6e,23:27.9,CUST8598,Ahmedabad,Chennai,Bike,1361.96,1380.52445,8.02,26,24,Medium,DRV499,Bike,4.1,Cash on Delivery,Success,Completed,3.7
2bcf4d4f,19:27.9,CUST3216,Chennai,Bangalore,Auto,1373.24,1372.947133,15.27,41,40,Low,DRV837,Hatchback,4.8,Debit Card,Success,Completed,2.9
cb1f2041,18:27.9,CUST5588,Pune,Kolkata,Bike,934.72,1001.418008,8.87,34,32,Low,DRV520,Bike,3.8,UPI,Pending,No-show,3
cf07e8b8,26:27.9,CUST3446,Ahmedabad,Bangalore,Bike,174.53,223.2241926,8.97,12,14,High,DRV529,Bike,3.4,Cash on Delivery,Pending,No-show,3
db2fc8f8,00:27.9,CUST4425,Bangalore,Ahmedabad,Bike,1492.39,1473.76638,18.17,36,40,Low,DRV169,Bike,3.1,Cash on Delivery,Failed,Completed,1
727a7e26,42:27.9,CUST7760,Pune,Kolkata,Car,1128.13,1122.188972,24.38,16,24,Low,DRV377,Hatchback,4.3,Cash on Delivery,Failed,No-show,3
37634ee7,21:27.9,CUST2581,Kolkata,Chennai,Car,592.47,636.415868,4.22,38,39,High,DRV388,Electric,3,Credit Card,Failed,Completed,2.7
ad7d509d,48:27.9,CUST1089,Kolkata,Hyderabad,Bike,1130.62,1115.224153,18.9,9,18,High,DRV606,Bike,3.1,Debit Card,Failed,Completed,4.6
8ce04c66,59:27.9,CUST8045,Ahmedabad,Mumbai,Car,271.67,281.6247502,18.47,10,16,Medium,DRV545,Sedan,3.9,Cash on Delivery,Pending,Completed,3.4
b94eed60,44:27.9,CUST2613,Mumbai,Ahmedabad,Auto,506.64,534.5411211,16.97,40,42,Low,DRV481,Bike,3,Debit Card,Pending,Completed,1.5
e0d26e0f,41:27.9,CUST8951,Kolkata,Chennai,Auto,168.65,156.3048439,9.85,18,25,Medium,DRV306,SUV,3,Cash on Delivery,Pending,Completed,4.9
71ba198c,14:27.9,CUST6050,Delhi,Bangalore,Car,902.1,980.8218812,19.9,23,25,High,DRV323,Sedan,3.4,Cash on Delivery,Failed,Cancelled,3
6e20b5ec,12:27.9,CUST7335,Kolkata,Hyderabad,Auto,103.84,129.9217512,18.31,13,19,Medium,DRV666,Electric,3.9,Cash on Delivery,Success,Cancelled,3
e8bbfa3b,36:27.9,CUST9032,Delhi,Ahmedabad,Car,1489.98,1470.927719,22.89,37,46,High,DRV871,Bike,3.9,Wallet,Success,No-show,3
1017f4f5,13:27.9,CUST9982,Bangalore,Kolkata,Car,1428.84,1502.333281,21.43,29,28,High,DRV469,Bike,3.4,Credit Card,Success,No-show,3
0248a50e,32:27.9,CUST7421,Delhi,Ahmedabad,Car,1063.54,1073.770486,18.15,9,11,High,DRV883,Bike,4.5,Wallet,Success,No-show,3
fb621a0d,41:27.9,CUST6310,Hyderabad,Delhi,Bike,499.94,577.827641,6.39,20,18,High,DRV982,Bike,3.1,Debit Card,Pending,Completed,2.7
c69c3c0d,19:27.9,CUST2981,Ahmedabad,Bangalore,Bike,170.64,250.2075598,14.05,29,27,Medium,DRV628,Bike,3.8,Credit Card,Success,Cancelled,3
748f0d17,08:27.9,CUST8535,Hyderabad,Ahmedabad,Car,641.72,651.0925909,20.72,15,24,Medium,DRV451,Bike,4.3,Cash on Delivery,Pending,Cancelled,3
